TransactionAmount,TransactionType,Channel,CustomerOccupation,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
Besar,Debit,Branch,Student,9428.800217872817,173116.8903712389,2.1081050432211517,13215077943.9239,1
Besar,Debit,Branch,Retired,24381.164752731867,457328.6473515357,2.1081050432211517,71012798944.14554,2
Sedang,Debit,Branch,Student,9110.664802237518,382536.07972514175,2.1081050432211517,22947508860.666218,5
Sangat Besar,Debit,Online,Student,6883.716892790425,532121.2149779295,2.1081050432211517,11894805769.956314,1
Sangat Besar,Debit,Online,Student,9110.664802237518,696664.863755996,2.1081050432211517,4053230652.24455,1
Sangat Kecil,Credit,Online,Engineer,13882.696036767002,881153.1972344342,2.1081050432211517,20301495660.094654,4
Besar,Credit,Online,Retired,22790.487674555374,611899.9537794163,2.1081050432211517,59380245561.405464,2
Besar,Debit,Online,Engineer,17064.05019311999,1324922.4318177048,2.1081050432211517,78768999195.7004,2
Kecil,Debit,Branch,Doctor,22154.216843284776,731568.0619816465,2.1081050432211517,226443971198.31943,0
Sedang,Debit,Branch,Student,9746.935633508117,716609.5484563677,2.1081050432211517,13978742449.565952,5
Kecil,Debit,ATM,Retired,20563.539765108282,457328.6473515357,2.1081050432211517,68042908137.44134,2
Besar,Debit,Branch,Student,8792.529386602218,422425.4491258852,2.1081050432211517,20133480354.099007,1
Sangat Kecil,Credit,Branch,Retired,18972.862686931785,267854.1426980045,2.1081050432211517,53719831170.17243,4
Besar,Credit,Branch,Retired,22472.352258920073,312729.6832738408,2.1081050432211517,70482472150.98932,2
Besar,Debit,Branch,Engineer,16109.643946214095,148186.03449577425,2.1081050432211517,85555845317.45576,2
Kecil,Debit,Branch,Student,8156.25855533162,262867.97152291157,2.1081050432211517,14152226608.197983,1
Sangat Besar,Debit,ATM,Engineer,15473.373114943497,766471.2602072969,2.1081050432211517,83570347985.30107,2
Sedang,Debit,Branch,Retired,25971.841830908364,1140434.0983392664,2.4470229613633725,63443603070.24048,4
Besar,Debit,Online,Engineer,16109.643946214095,1135447.9271641735,2.1081050432211517,101066270957.11342,0
Sangat Besar,Credit,Branch,Engineer,18654.727271296484,527135.0438028366,2.1081050432211517,128511859825.39122,0
Sangat Kecil,Debit,Online,Doctor,16745.91477748469,626858.4673046949,2.1081050432211517,212516930309.4688,0
Sedang,Credit,Branch,Engineer,14200.831452402303,936001.0801604564,2.1081050432211517,39290263489.06723,4
Besar,Debit,Branch,Retired,18654.727271296484,1130461.7559890805,2.1081050432211517,45817642935.74072,2
Sangat Besar,Debit,Branch,Student,8792.529386602218,646803.1520050667,2.1081050432211517,29664323286.161205,1
Kecil,Credit,Online,Engineer,19927.268933837684,88351.98039465919,2.1081050432211517,55707455278.35238,2
Kecil,Debit,ATM,Engineer,14837.102283672899,1105530.900113616,2.1081050432211517,58449629137.7804,2
Kecil,Debit,Online,Engineer,11973.883542955207,681706.3502307172,2.1081050432211517,96861330930.0253,0
Sangat Kecil,Debit,ATM,Retired,20563.539765108282,282812.65622328327,2.1081050432211517,89131867291.35947,4
Sedang,Credit,Online,Student,9110.664802237518,1404701.1706191914,2.1081050432211517,99334467622.25777,5
Sangat Besar,Debit,Branch,Student,7201.852308425724,128241.34979540258,2.1081050432211517,9224942295.387178,1
Sedang,Debit,ATM,Engineer,12610.154374225807,262867.97152291157,2.1081050432211517,101647336549.72946,4
Kecil,Debit,Branch,Doctor,14837.102283672899,352619.05267458427,2.1081050432211517,222967451959.8833,0
Kecil,Debit,Branch,Student,6883.716892790425,392508.42207532766,2.1081050432211517,20716216985.020615,1
Sedang,Debit,Online,Doctor,16745.91477748469,342646.7103243984,2.1081050432211517,159958522047.4785,4
Sedang,Debit,ATM,Engineer,12928.289789861105,517162.70145265077,2.1081050432211517,8413273416.603511,4
Sangat Besar,Debit,ATM,Retired,20881.675180743576,442370.1338262569,2.1081050432211517,71659338855.825,2
Sedang,Debit,Online,Doctor,16427.779361849392,856222.3413589696,2.1081050432211517,109045326953.601,4
Sedang,Debit,Online,Doctor,11655.748127319908,791402.1160827616,2.1081050432211517,23167022528.987835,4
Sangat Besar,Credit,Online,Engineer,18018.456440025886,158158.37684596013,2.1081050432211517,131489194348.18384,0
Sangat Kecil,Debit,Branch,Doctor,21199.810596378877,352619.05267458427,2.1081050432211517,149956446313.24768,4
Sangat Kecil,Credit,Online,Doctor,19290.998102567086,901097.8819348059,2.1081050432211517,195742592060.513,4
Besar,Debit,Online,Student,8474.393970966921,507190.3591024649,2.1081050432211517,12045958780.323101,1
Sangat Besar,Credit,Online,Retired,19927.268933837684,178103.06154633182,2.1081050432211517,61757373507.354706,2
Sedang,Debit,ATM,Engineer,17700.32102439059,282812.65622328327,3.1248587976478133,44528816664.43236,3
Sedang,Debit,Branch,Student,7519.987724061023,681706.3502307172,2.1081050432211517,9408756508.999048,5
Sangat Besar,Debit,ATM,Engineer,10065.071049143415,367577.566199863,2.1081050432211517,17391306494.67099,2
Sangat Besar,Credit,Branch,Engineer,17064.05019311999,641816.9808299738,2.1081050432211517,117120239783.79858,0
Sangat Besar,Credit,Branch,Student,9428.800217872817,931014.9089853634,2.1081050432211517,28472417236.57546,1
Sangat Kecil,Debit,ATM,Engineer,18972.862686931785,397494.5932504205,2.1081050432211517,3073850292.611707,4
Kecil,Debit,Branch,Retired,23426.758505825972,671734.0078805314,2.1081050432211517,32161462164.964474,2
Kecil,Debit,Branch,Doctor,12610.154374225807,881153.1972344342,2.1081050432211517,116136605872.1152,0
Besar,Debit,Branch,Engineer,10383.206464778714,128241.34979540258,2.1081050432211517,135251309224.2979,0
Kecil,Credit,Online,Student,7201.852308425724,841263.8278336908,2.1081050432211517,142565899625.46454,1
Sedang,Debit,Branch,Engineer,9428.800217872817,736554.2331567394,2.1081050432211517,143104125872.4289,4
Kecil,Debit,ATM,Engineer,11019.477296049312,1180323.4677400098,2.1081050432211517,120865036626.56409,0
Besar,Debit,Online,Engineer,15473.373114943497,262867.97152291157,2.1081050432211517,143092276691.71674,0
Kecil,Debit,Online,Retired,19609.133518202383,407466.93560060643,2.1081050432211517,93365214969.64214,2
Sangat Besar,Debit,Branch,Student,9428.800217872817,93338.15156975211,2.1081050432211517,6410002313.38057,1
Sangat Besar,Debit,Online,Student,7838.123139696322,183089.23272142475,2.1081050432211517,6822748774.854503,1
Kecil,Debit,ATM,Retired,20881.675180743576,741540.4043318323,2.1081050432211517,121268060683.3511,2
Sangat Besar,Debit,ATM,Retired,17700.32102439059,372563.73737495596,2.1081050432211517,27818281696.234367,2
Sedang,Credit,Online,Engineer,17064.05019311999,876167.0260593413,2.1081050432211517,134451185701.07993,4
Sedang,Credit,ATM,Retired,25653.706415273064,1414673.5129693772,2.1081050432211517,53625493462.19477,4
Besar,Debit,Online,Engineer,13564.560621131703,527135.0438028366,2.1081050432211517,7314034036.689871,2
Sangat Kecil,Debit,Online,Doctor,15791.508530578794,542093.5573281153,2.1081050432211517,184521721751.23422,4
Besar,Credit,Online,Doctor,22472.352258920073,242923.28682253984,2.1081050432211517,205811965064.686,0
Sangat Kecil,Credit,ATM,Engineer,14518.9668680376,616886.1249545091,2.4470229613633725,86433292340.4493,4
Besar,Debit,Online,Engineer,9110.664802237518,317715.85444893374,2.1081050432211517,126815755945.24529,0
Kecil,Debit,Branch,Engineer,13246.425205496404,841263.8278336908,2.1081050432211517,98474946282.90572,0
Sangat Kecil,Debit,ATM,Retired,22790.487674555374,611899.9537794163,2.1081050432211517,25105578876.013535,4
Sangat Kecil,Credit,Online,Doctor,15473.373114943497,831291.485483505,2.1081050432211517,169781189032.7212,4
Besar,Debit,Online,Student,9428.800217872817,462314.81852662854,2.1081050432211517,2230127860.8758903,1
Besar,Debit,Online,Engineer,13882.696036767002,312729.6832738408,2.1081050432211517,63406384489.79839,2
Sangat Kecil,Debit,ATM,Retired,18654.727271296484,213006.25977198232,2.1081050432211517,84458276975.84769,4
Sedang,Credit,Online,Doctor,23108.62309019067,1240157.5218411249,2.1081050432211517,169425561698.78284,4
Sangat Besar,Debit,Branch,Doctor,18972.862686931785,796388.2872578545,2.1081050432211517,21523328486.607292,2
Sangat Besar,Debit,Online,Student,9110.664802237518,407466.93560060643,2.1081050432211517,16785479152.617981,1
Sangat Kecil,Debit,Online,Student,9110.664802237518,547079.7285032083,2.1081050432211517,4633080944.27473,5
Sangat Besar,Debit,Branch,Doctor,19290.998102567086,726581.8908065534,2.1081050432211517,84203215765.38956,0
Kecil,Debit,Branch,Engineer,11337.612711684611,532121.2149779295,2.1081050432211517,95873595378.86464,0
Besar,Credit,Branch,Retired,25653.706415273064,208020.08859688937,2.1081050432211517,78005790427.77803,2
Sedang,Debit,Online,Engineer,15791.508530578794,1369797.9723935411,2.1081050432211517,141981795781.38382,4
Sangat Kecil,Credit,Branch,Student,8156.25855533162,1275060.7200667753,2.1081050432211517,17003169870.060799,5
Besar,Debit,ATM,Doctor,18654.727271296484,382536.07972514175,2.1081050432211517,179813647281.59857,0
Sangat Kecil,Debit,ATM,Doctor,16745.91477748469,626858.4673046949,2.1081050432211517,218791679146.8559,0
Sangat Besar,Debit,Online,Student,6565.581477155127,347632.8814994913,2.1081050432211517,26584599689.00956,1
Besar,Debit,Branch,Student,7519.987724061023,98324.32274484502,2.1081050432211517,15218045222.000376,1
Sangat Besar,Debit,Online,Doctor,22790.487674555374,596941.4402541374,2.1081050432211517,103473021854.84308,0
Sedang,Debit,Online,Student,8156.25855533162,606913.7826043234,2.1081050432211517,4029988028.539909,5
Sangat Kecil,Debit,Online,Doctor,10383.206464778714,1235171.350666032,2.1081050432211517,82702167629.27475,4
Sangat Besar,Debit,ATM,Retired,26289.97724654366,113282.83627012381,2.1081050432211517,30977303656.61361,2
Sedang,Debit,ATM,Student,6565.581477155127,1474507.5670704923,2.1081050432211517,5214298449.464004,5
Sedang,Credit,Online,Retired,21836.081427649475,93338.15156975211,2.1081050432211517,16222643068.789888,4
Sangat Kecil,Debit,ATM,Student,7201.852308425724,467300.9897017215,2.1081050432211517,25224374508.281708,5
Sangat Besar,Debit,Branch,Retired,25335.570999637766,1484479.9094206782,2.1081050432211517,31043689451.11641,2
Besar,Debit,ATM,Doctor,21836.081427649475,711623.3772812748,2.1081050432211517,153659011460.6544,0
Sedang,Debit,Online,Retired,18018.456440025886,467300.9897017215,2.1081050432211517,67562712493.45197,4
Kecil,Debit,Online,Retired,26289.97724654366,572010.5843786729,2.1081050432211517,98045489438.37616,2
Besar,Credit,Branch,Engineer,11973.883542955207,1469521.3958953994,2.1081050432211517,42376063589.148186,2
Sedang,Debit,Online,Student,7201.852308425724,806360.6296080403,2.1081050432211517,9076219886.192116,5
Sangat Besar,Debit,Branch,Doctor,20245.40434947298,1329908.6029927975,2.1081050432211517,196057810649.97137,0
Besar,Debit,ATM,Engineer,12610.154374225807,1230185.1794909392,2.1081050432211517,137689050286.96704,0
Kecil,Credit,Online,Engineer,12292.018958590508,861208.5125340625,2.1081050432211517,136886344250.00415,0
Kecil,Credit,Online,Student,7201.852308425724,367577.566199863,2.1081050432211517,17523166608.23719,1
Sangat Besar,Credit,Branch,Doctor,22472.352258920073,651789.3231801596,2.1081050432211517,184872639795.40237,0
Sangat Kecil,Debit,Branch,Student,8156.25855533162,616886.1249545091,2.1081050432211517,9314722626.16785,5
Sangat Kecil,Debit,Online,Doctor,20563.539765108282,502204.187927372,2.1081050432211517,131736052279.68738,4
Kecil,Credit,Online,Doctor,17700.32102439059,891125.53958462,2.1081050432211517,153434180852.26965,0
Besar,Debit,Branch,Doctor,11337.612711684611,1429632.0264946562,2.1081050432211517,80651044065.48343,0
Sangat Kecil,Credit,Branch,Retired,18654.727271296484,272840.3138730974,2.1081050432211517,15929299889.877058,4
Kecil,Debit,Branch,Doctor,23108.62309019067,631844.638479788,2.1081050432211517,105165783658.37787,0
Sedang,Debit,ATM,Engineer,11655.748127319908,831291.485483505,2.1081050432211517,1732766096.1112049,4
Kecil,Debit,Branch,Retired,24699.300168367165,1344867.1165180763,2.1081050432211517,86149063915.93044,2
Sangat Besar,Credit,Online,Retired,17700.32102439059,816332.9719582262,2.4470229613633725,19919587450.987015,2
Besar,Debit,Branch,Engineer,10701.341880414013,188075.40389651764,2.1081050432211517,61652250006.6775,2
Sedang,Debit,ATM,Student,7838.123139696322,552065.8996783012,2.1081050432211517,24112830209.936195,5
Sangat Besar,Debit,Branch,Engineer,10701.341880414013,93338.15156975211,2.1081050432211517,103708486343.35416,0
Kecil,Debit,Branch,Retired,18654.727271296484,487245.6744020932,2.1081050432211517,83822370944.29454,2
Sedang,Debit,Online,Retired,25017.435584002465,222978.60212216814,2.1081050432211517,81191245175.89983,4
Sedang,Debit,Branch,Student,7838.123139696322,188075.40389651764,2.1081050432211517,13738264846.138187,5
Sedang,Debit,Online,Student,8474.393970966921,103310.49391993796,2.1081050432211517,27457641247.379337,5
Kecil,Debit,Branch,Student,9110.664802237518,78379.63804447332,2.1081050432211517,11986560964.189014,1
Sangat Besar,Debit,ATM,Engineer,10065.071049143415,537107.3861530224,2.1081050432211517,36929694013.60039,2
Sangat Besar,Debit,ATM,Student,6883.716892790425,826305.314308412,2.1081050432211517,11722688824.483377,1
Sedang,Debit,Online,Retired,23426.758505825972,237937.11564744695,2.1081050432211517,17987563344.610325,4
Sangat Kecil,Credit,Online,Engineer,18018.456440025886,277826.48504819034,2.1081050432211517,11057007928.576582,4
Sangat Besar,Debit,Online,Doctor,13882.696036767002,621872.296129602,2.1081050432211517,219750703221.67554,0
Besar,Debit,ATM,Doctor,19290.998102567086,417439.2779507923,2.1081050432211517,183018243013.9477,0
Besar,Debit,Branch,Retired,24063.029337096566,507190.3591024649,2.1081050432211517,119812586319.20619,2
Kecil,Credit,Branch,Student,6883.716892790425,1010793.6477868502,2.1081050432211517,29678451155.471863,1
Sedang,Debit,ATM,Doctor,19609.133518202383,1499438.4229459572,2.1081050432211517,111349233039.25197,4
Besar,Debit,ATM,Engineer,19609.133518202383,552065.8996783012,2.1081050432211517,48789660518.47019,2
Sangat Besar,Debit,Online,Retired,25653.706415273064,292784.9985734691,2.1081050432211517,87007977604.98955,2
Sangat Besar,Debit,ATM,Retired,20563.539765108282,267854.1426980045,2.1081050432211517,20735357969.247967,2
Sangat Kecil,Credit,ATM,Engineer,19927.268933837684,1230185.1794909392,2.1081050432211517,18887189603.295868,4
Sedang,Debit,ATM,Doctor,12928.289789861105,1180323.4677400098,2.1081050432211517,119624822378.69026,4
Sangat Besar,Debit,Branch,Retired,25971.841830908364,831291.485483505,2.1081050432211517,86219855175.05699,2
Besar,Credit,Branch,Doctor,14518.9668680376,512176.53027755785,2.1081050432211517,156918599544.51385,0
Sedang,Credit,Online,Student,8792.529386602218,128241.34979540258,2.1081050432211517,4474484217.819528,5
Sangat Besar,Debit,Branch,Engineer,17382.185608755288,666747.8367054384,2.1081050432211517,113751122734.63817,0
Sangat Kecil,Credit,Branch,Doctor,16745.91477748469,661761.6655303454,2.1081050432211517,172977885311.2622,4
Sangat Kecil,Debit,Branch,Retired,20563.539765108282,382536.07972514175,2.1081050432211517,41985344450.79304,4
Sangat Besar,Debit,Branch,Retired,17700.32102439059,1185309.6389151027,2.1081050432211517,112936263691.8166,2
Besar,Debit,ATM,Student,6883.716892790425,78379.63804447332,2.1081050432211517,16076958911.059488,1
Sangat Kecil,Debit,Online,Doctor,14518.9668680376,811346.8007831333,2.1081050432211517,90512448756.90054,4
Besar,Debit,Branch,Engineer,19609.133518202383,761485.089032204,2.1081050432211517,110332482186.6038,2
Kecil,Debit,Branch,Engineer,19927.268933837684,507190.3591024649,2.1081050432211517,123486439990.2719,0
Besar,Debit,ATM,Retired,22472.352258920073,322702.0256240267,2.1081050432211517,26574421546.60295,2
Sangat Besar,Debit,ATM,Engineer,10701.341880414013,547079.7285032083,2.1081050432211517,146770687739.9794,0
Sangat Besar,Debit,ATM,Engineer,15473.373114943497,721595.7196314605,2.1081050432211517,96811047868.2852,0
Sangat Besar,Debit,ATM,Doctor,18018.456440025886,1075613.8730630584,2.1081050432211517,143462791457.83188,0
Besar,Debit,ATM,Doctor,21517.946012014178,796388.2872578545,2.1081050432211517,205576044838.45523,0
Sangat Besar,Debit,ATM,Retired,20245.40434947298,367577.566199863,2.1081050432211517,21126077107.60312,2
Kecil,Debit,ATM,Engineer,18336.591855661187,861208.5125340625,2.1081050432211517,101900878634.45528,2
Kecil,Debit,ATM,Student,8792.529386602218,1015779.8189619433,2.1081050432211517,6410306138.527038,1
Sangat Besar,Credit,Online,Engineer,11337.612711684611,811346.8007831333,2.1081050432211517,78116990431.38455,0
Besar,Debit,ATM,Doctor,20881.675180743576,906084.0531098988,2.1081050432211517,120722998370.59126,0
Kecil,Debit,Branch,Doctor,14837.102283672899,217992.43094707522,2.1081050432211517,89246257459.00388,0
Sangat Besar,Credit,Online,Retired,25017.435584002465,193061.5750716106,2.1081050432211517,46724560997.941444,2
Sangat Besar,Debit,ATM,Retired,21199.810596378877,661761.6655303454,2.1081050432211517,93533534100.78426,2
Besar,Debit,Online,Engineer,9746.935633508117,83365.80921956626,2.1081050432211517,126385083800.12988,0
Sangat Besar,Debit,ATM,Engineer,19290.998102567086,327688.1967991196,2.1081050432211517,3515156317.8534336,2
Sangat Besar,Debit,Branch,Retired,18972.862686931785,601927.6114292304,2.1081050432211517,38203936677.87838,2
Sedang,Debit,Branch,Doctor,13882.696036767002,1464535.2247203067,2.1081050432211517,153300345875.2514,4
Sangat Besar,Debit,ATM,Student,7838.123139696322,886139.3684095272,2.1081050432211517,7314489774.409569,1
Sangat Kecil,Debit,ATM,Doctor,16109.643946214095,432397.79147607106,2.1081050432211517,17047376428.87159,4
Sangat Besar,Debit,ATM,Student,7519.987724061023,317715.85444893374,2.1081050432211517,5652870048.387538,1
Sangat Besar,Debit,ATM,Doctor,14518.9668680376,801374.4584329474,2.1081050432211517,205079746461.70316,0
Sangat Besar,Debit,Branch,Doctor,13564.560621131703,626858.4673046949,2.785940879505593,224921807214.52524,3
Sedang,Credit,Branch,Engineer,15473.373114943497,183089.23272142475,2.1081050432211517,46465550060.57926,4
Kecil,Debit,ATM,Doctor,17064.05019311999,711623.3772812748,2.1081050432211517,227019416025.72586,0
Sangat Kecil,Debit,ATM,Doctor,13246.425205496404,252895.62917272572,2.1081050432211517,214874613446.04422,0
Sangat Kecil,Credit,ATM,Retired,18654.727271296484,811346.8007831333,2.1081050432211517,102352666627.25006,4
Sangat Besar,Debit,Branch,Engineer,16109.643946214095,58434.953344101625,2.1081050432211517,50349498820.426155,2
Sangat Kecil,Credit,Online,Retired,17700.32102439059,856222.3413589696,2.1081050432211517,23427552592.082344,4
Kecil,Credit,Online,Engineer,11019.477296049312,726581.8908065534,2.1081050432211517,103627668854.39423,0
Sangat Besar,Debit,Branch,Engineer,11019.477296049312,656775.4943552525,2.1081050432211517,10873193714.96471,2
Sedang,Debit,ATM,Student,7519.987724061023,1414673.5129693772,2.1081050432211517,19873406028.724197,5
Kecil,Credit,Online,Engineer,18654.727271296484,950959.5936857352,2.1081050432211517,110237384915.75998,0
Sangat Kecil,Debit,Branch,Retired,19609.133518202383,786415.9449076685,2.1081050432211517,17548080270.247395,4
Kecil,Credit,Branch,Retired,25335.570999637766,282812.65622328327,2.1081050432211517,101007176966.1258,2
Sangat Kecil,Debit,Branch,Student,7838.123139696322,412453.1067756993,2.1081050432211517,132332157217.05348,5
Sangat Besar,Debit,Online,Student,8156.25855533162,377549.9085500488,2.1081050432211517,13052379577.99141,1
Sangat Besar,Credit,Online,Doctor,17700.32102439059,931014.9089853634,2.1081050432211517,7758985963.689187,2
Kecil,Debit,ATM,Engineer,17064.05019311999,796388.2872578545,2.1081050432211517,42738526988.88201,2
Sangat Besar,Debit,Online,Engineer,18972.862686931785,596941.4402541374,2.1081050432211517,93900402965.14183,2
Besar,Debit,Branch,Retired,22154.216843284776,721595.7196314605,2.1081050432211517,52951001637.04047,2
Sedang,Debit,ATM,Student,6565.581477155127,73393.4668693804,2.1081050432211517,11477198106.138927,5
Sedang,Debit,Online,Student,6565.581477155127,332674.3679742125,2.1081050432211517,11429801383.290247,5
Sedang,Credit,Branch,Doctor,13246.425205496404,437383.962651164,2.1081050432211517,129298766954.7379,4
Sedang,Debit,Online,Doctor,19290.998102567086,73393.4668693804,2.1081050432211517,22939153669.138405,4
Besar,Debit,Online,Student,6565.581477155127,746526.5755069252,2.1081050432211517,7788153177.749915,1
Besar,Debit,ATM,Doctor,19609.133518202383,1080600.0442381513,2.1081050432211517,192163683747.7179,0
Besar,Credit,Branch,Engineer,18018.456440025886,227964.7732972611,2.1081050432211517,3562553040.7021146,2
Kecil,Debit,ATM,Student,8156.25855533162,776443.6025574828,2.1081050432211517,16622628874.112253,1
Sangat Kecil,Debit,ATM,Engineer,19609.133518202383,811346.8007831333,2.1081050432211517,101970606505.56917,4
Sangat Kecil,Credit,Online,Student,8792.529386602218,312729.6832738408,2.1081050432211517,6998207796.938563,5
Sangat Besar,Debit,Branch,Retired,25971.841830908364,158158.37684596013,2.1081050432211517,106272618666.95317,2
Sangat Besar,Debit,Branch,Engineer,14518.9668680376,846249.9990087837,2.1081050432211517,107438547666.51607,0
Sangat Kecil,Debit,ATM,Engineer,14837.102283672899,786415.9449076685,2.1081050432211517,137427608748.43318,4
Kecil,Credit,Online,Retired,25971.841830908364,651789.3231801596,3.1248587976478133,79602391572.45638,3
Sangat Besar,Debit,Online,Engineer,14518.9668680376,118269.00744521675,2.1081050432211517,146495725982.4278,0
Sedang,Credit,Online,Engineer,9110.664802237518,272840.3138730974,2.1081050432211517,95177228143.1648,4
Kecil,Debit,Branch,Retired,23744.893921461273,98324.32274484502,2.1081050432211517,113351592667.0355,2
Sedang,Debit,Online,Retired,20245.40434947298,497218.0167522791,2.1081050432211517,64336849000.85023,4
Sedang,Debit,ATM,Engineer,14200.831452402303,1235171.350666032,2.1081050432211517,126166481607.24765,4
Sangat Kecil,Debit,Online,Student,9746.935633508117,1030738.3324872219,2.1081050432211517,4794108271.901658,5
Sedang,Debit,Online,Doctor,11973.883542955207,906084.0531098988,2.1081050432211517,79640673540.91107,4
Sangat Besar,Credit,ATM,Engineer,18018.456440025886,876167.0260593413,3.4637767157900337,4937058003.313867,3
Besar,Debit,Branch,Doctor,15473.373114943497,646803.1520050667,2.1081050432211517,104278310405.55096,0
Sedang,Debit,Online,Retired,25017.435584002465,108296.66509503088,2.1081050432211517,58927394180.59803,4
Besar,Debit,Branch,Retired,22790.487674555374,1270074.5488916824,2.1081050432211517,61492437979.63644,2
Kecil,Debit,ATM,Retired,23744.893921461273,591955.2690790445,2.1081050432211517,36626628430.00064,2
Sangat Besar,Debit,Branch,Engineer,19290.998102567086,277826.48504819034,2.1081050432211517,79194810138.47237,2
Sedang,Debit,ATM,Engineer,15155.237699308198,766471.2602072969,2.1081050432211517,94476911180.56088,4
Sangat Kecil,Debit,Online,Student,8792.529386602218,552065.8996783012,2.1081050432211517,90834959149.87408,5
Besar,Credit,Online,Student,9110.664802237518,337660.5391493055,2.1081050432211517,25414417137.39613,1
Besar,Credit,Branch,Doctor,19290.998102567086,995835.1342615715,2.4470229613633725,127958746146.25002,0
