TransactionAmount,TransactionType,Channel,CustomerOccupation,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
2,0,1,1,0.6419934041780738,-0.22257381453142566,-0.2030438623958546,0.867088112729485,0
3,1,2,0,0.3056017278299349,0.060660849399756474,-0.2030438623958546,2.285867663139117,0
4,0,1,1,-0.14292050730091702,0.9386883075864212,-0.2030438623958546,-0.6397944552801754,4
0,1,1,2,0.6419934041780738,1.4909959022522263,-0.2030438623958546,-0.5295521517699391,2
2,1,1,3,-1.0960302569539773,0.1173077821859929,-0.2030438623958546,-0.8023690122045409,1
1,0,2,1,0.8662545217434997,-1.4688063358286272,-0.2030438623958546,-0.36252100200445286,2
1,1,0,1,-0.030789948518204036,1.4201872362694308,-0.2030438623958546,-0.31620784289387566,2
1,1,2,1,-0.5353774630404124,0.21643991456190667,-0.2030438623958546,0.3325355803926939,0
3,1,0,2,0.9783850805262126,-0.9164987411628219,-0.2030438623958546,0.20199102060624036,4
4,0,2,3,-1.0399649775626207,2.2698912280629773,-0.2030438623958546,0.37430491341137406,5
2,1,1,3,-1.3763566539107597,-1.3555124702561543,-0.2030438623958546,-1.1475740766802387,1
4,1,0,1,-0.42324690425769945,-0.9731456739490584,-0.2030438623958546,0.41336744997214836,4
1,1,1,0,-0.030789948518204036,-0.7182344764109945,-0.2030438623958546,2.4623687519815043,0
1,1,1,3,-1.4324219333021162,-0.6049406108385216,-0.2030438623958546,-0.9534954878064645,1
4,1,2,0,0.3056017278299349,-0.7465579428041127,-0.2030438623958546,1.3981974973444657,4
4,1,0,1,-0.3671816248663429,-0.2508972809245439,-0.2030438623958546,-1.1612825254713204,4
2,1,0,2,1.0344503599175692,-0.4633232788729305,-0.2030438623958546,-0.0931062383501194,2
4,1,2,0,0.2495364484385784,0.7121005764414754,-0.2030438623958546,0.5383136876058525,4
4,1,2,0,-0.5914427424317689,0.527998044886207,-0.2030438623958546,-0.9121033103131987,4
2,0,2,1,0.5298628453953608,-1.2705420710767996,-0.2030438623958546,0.9173729504342216,0
3,1,1,0,1.0905156393089257,-0.7182344764109945,-0.2030438623958546,1.229270307216522,4
3,0,2,0,0.7541239629607868,0.8395561752105074,-0.2030438623958546,2.0025622871406106,4
0,1,2,3,-1.1520955363453338,-0.2792207473176621,-0.2030438623958546,-1.0999293276534028,1
2,0,2,2,0.8662545217434997,-1.2138951382905632,-0.2030438623958546,-0.26034264282331415,2
4,1,0,1,0.4737975660040043,-0.9164987411628219,4.950120440891637,-0.5513194135224257,3
4,1,1,3,-1.3202913745194031,0.21643991456190667,-0.2030438623958546,-1.1444695992261475,5
2,1,0,1,-0.8717691393885513,-0.6757492768213171,-0.2030438623958546,-1.0096506101516645,2
2,0,1,1,0.36166700722129136,0.1031460489894338,-0.2030438623958546,0.6746926124589204,0
2,0,1,3,-0.9838996981712643,0.9245265743898621,-0.2030438623958546,-0.8224993676630522,1
3,1,0,1,0.6980586835694302,-0.5907788776419625,-0.2030438623958546,-1.2514611813030507,4
1,1,1,2,1.482972595048421,0.18811644816878845,-0.2030438623958546,-0.7601943011381364,2
1,1,1,0,-0.42324690425769945,0.782909242424271,-0.2030438623958546,0.6580798095537636,0
0,1,1,1,-0.8157038599971949,-1.3555124702561543,-0.2030438623958546,0.9809121108892347,0
1,0,2,3,-1.3763566539107597,0.6696153768517981,-0.2030438623958546,1.1044497880912894,1
4,1,1,1,-0.9838996981712643,0.3722189797240568,-0.2030438623958546,1.1135400059589298,4
1,1,0,1,-0.7035733012144818,1.6326132342178175,-0.2030438623958546,0.737939284955449,0
0,1,2,1,0.08134061026450894,-0.9731456739490584,-0.2030438623958546,1.1133398826189138,0
1,1,2,2,0.8101892423521432,-0.5624554112488442,-0.2030438623958546,0.2734889323526507,2
2,1,1,3,-0.9838996981712643,-1.454644602632068,-0.2030438623958546,-1.1951161983532206,1
2,1,2,3,-1.2642260951280466,-1.199733405094004,-0.2030438623958546,-1.1881452353426705,1
1,1,0,2,1.0344503599175692,0.38638071292061593,-0.2030438623958546,0.7447460441998321,2
2,1,0,2,0.4737975660040043,-0.661587543624758,-0.2030438623958546,-0.8335472023054623,2
4,0,2,1,0.36166700722129136,0.7687475092277118,-0.2030438623958546,0.9673986540704762,4
4,0,0,2,1.8754295507879164,2.2982146944560955,-0.2030438623958546,-0.39768369911876567,4
0,1,2,1,-0.25505106608363,-0.22257381453142566,-0.2030438623958546,-1.1798478137835544,2
3,1,2,0,0.13740588965586542,-0.18008861494174835,-0.2030438623958546,1.813050615513351,4
0,0,2,0,1.3147767568743516,-1.0297926067352947,-0.2030438623958546,2.17262607521249,0
3,0,0,1,-0.08685522790956052,0.032337383006638264,1.5146775720333092,0.15641421275956738,4
0,1,2,1,-1.0399649775626207,-0.8173666087869081,-0.2030438623958546,0.8384422525849169,0
1,1,1,1,-0.31111634547498646,0.6696153768517981,-0.2030438623958546,0.3597882742086903,0
3,1,0,2,1.370842036265708,0.018175649810079155,-0.2030438623958546,-0.8793626187498463,4
3,0,2,0,0.08134061026450894,0.6412919104586798,-0.2030438623958546,1.5640946148498625,4
0,1,2,3,-0.9838996981712643,-0.40667634608669406,-0.2030438623958546,-1.2657109893857135,1
0,1,2,1,-0.1989857866922735,-0.8315283419834673,-0.2030438623958546,-0.23249214467111687,2
3,1,0,2,0.6419934041780738,-1.1147630059146494,-0.2030438623958546,0.1230577570730894,4
4,0,2,0,1.4269073156570646,1.8025540325765268,-0.2030438623958546,1.5580883489655426,4
2,1,1,0,0.6980586835694302,0.5421597780827662,-0.2030438623958546,-0.9398640095307738,2
2,1,2,3,-1.0399649775626207,-0.5624554112488442,-0.2030438623958546,-1.0198825573309331,1
3,1,2,3,-1.0399649775626207,-0.16592688174518924,-0.2030438623958546,-1.2251270023040497,5
2,1,1,0,0.7541239629607868,0.34389551333093865,-0.2030438623958546,0.11874997389505722,0
1,1,1,1,-0.6475080218231254,-0.20841208133486658,-0.2030438623958546,0.3158535040236855,0
0,0,1,2,1.8754295507879164,-1.1289247391112085,-0.2030438623958546,0.0140803356991066,2
4,1,2,1,0.13740588965586542,2.1707590956870635,-0.2030438623958546,1.0945847337020493,4
3,0,1,3,-1.2081608157366903,1.9016861649524404,-0.2030438623958546,-1.0162059323791046,5
0,1,0,0,0.6419934041780738,-0.6332640772316398,-0.2030438623958546,1.7335349417470773,0
3,1,0,0,0.3056017278299349,0.060660849399756474,-0.2030438623958546,2.3918432344128626,0
2,1,2,3,-1.4884872126934727,-0.7323962096075536,-0.2030438623958546,-0.8543831208217216,1
0,1,1,3,-1.3202913745194031,-1.440482869435509,-0.2030438623958546,-1.0463552832576373,1
2,1,2,0,1.370842036265708,-0.024309549779598167,-0.2030438623958546,0.44420183843765815,0
4,1,2,3,-1.2081608157366903,0.004013916613520047,-0.2030438623958546,-1.235312767174084,5
3,1,2,0,-0.8157038599971949,1.7883922993799677,-0.2030438623958546,0.093398451809211,4
2,1,0,2,1.9875601095706295,-1.3979976698458316,-0.2030438623958546,-0.7801938067204837,2
4,1,0,3,-1.4884872126934727,2.468155492814805,-0.2030438623958546,-1.2153106959078908,5
4,0,2,2,1.2026461980916385,-1.454644602632068,-0.2030438623958546,-1.029388415981683,4
3,1,0,3,-1.3763566539107597,-0.39251461289013495,-0.2030438623958546,-0.8773562539819958,5
2,1,1,2,1.8193642713965599,2.496478959207923,-0.2030438623958546,-0.7790726028796259,2
0,1,0,0,1.2026461980916385,0.3014103137412613,-0.2030438623958546,1.2918037196037635,0
4,1,2,2,0.5298628453953608,-0.39251461289013495,-0.2030438623958546,-0.1622950346348091,4
1,1,2,2,1.9875601095706295,-0.09511821576239371,-0.2030438623958546,0.35253508597504124,2
0,0,1,1,-0.5353774630404124,2.4539937596182457,-0.2030438623958546,-0.5876777193091406,2
4,1,2,3,-1.3763566539107597,0.5704832444758844,-0.2030438623958546,-1.1500858811658214,5
2,1,1,0,0.9223198011348562,2.0574652301145906,-0.2030438623958546,2.0078860811218,0
0,1,0,1,-0.42324690425769945,1.7742305661834086,-0.2030438623958546,1.0220836395717137,0
1,0,2,1,-0.4793121836490559,0.7262623096380345,-0.2030438623958546,1.008526566127567,0
1,0,2,3,-1.3763566539107597,-0.6757492768213171,-0.2030438623958546,-1.0074235965730272,1
2,0,1,0,1.3147767568743516,0.13146951538255203,-0.2030438623958546,1.8189773451984341,0
3,1,1,3,-1.2081608157366903,0.032337383006638264,-0.2030438623958546,-1.1460577575270423,5
3,1,2,0,0.9783850805262126,-0.2933824805142212,-0.2030438623958546,0.9215421866845506,4
1,0,2,0,0.4737975660040043,0.8112327088173892,-0.2030438623958546,1.2880065075111564,0
0,1,1,0,-0.6475080218231254,2.340699894045773,-0.2030438623958546,0.058756588515708454,0
3,0,1,2,0.6419934041780738,-0.9448222075559402,-0.2030438623958546,-1.0343427514889973,4
1,1,1,0,1.4269073156570646,0.07482258259631558,-0.2030438623958546,0.472791253537606,0
4,1,0,1,-0.5914427424317689,0.6412919104586798,-0.2030438623958546,-1.2741110382986838,4
1,1,1,2,1.707233712613847,2.099950429704268,-0.2030438623958546,0.15161381828303477,2
2,0,2,2,0.4737975660040043,0.5988067108690026,1.5146775720333092,-0.966949933896757,2
0,1,1,1,-0.7596385806058383,-1.185571671897445,-0.2030438623958546,-0.26211809604499275,2
4,1,0,3,-1.2642260951280466,-0.15176514854863013,-0.2030438623958546,-0.8961293626857846,5
2,1,1,1,-0.7596385806058383,-1.454644602632068,-0.2030438623958546,0.4481786483995104,0
1,1,1,2,0.6419934041780738,-0.33586768010389856,-0.2030438623958546,0.11231780449224212,2
4,1,2,2,1.7632989920052036,-1.0864395395215312,-0.2030438623958546,0.06788016027335148,4
4,1,1,3,-1.2642260951280466,-1.185571671897445,-0.2030438623958546,-1.0713476096049936,5
4,1,2,3,-1.1520955363453338,-1.4263211362389498,-0.2030438623958546,-0.8396381357567122,5
1,1,1,3,-1.0399649775626207,-1.4971298022217454,-0.2030438623958546,-1.100932510037328,1
2,1,0,1,-0.8717691393885513,-0.19425034813830747,-0.2030438623958546,-0.6796626165687057,2
2,1,0,3,-1.4324219333021162,0.6271301772621207,-0.2030438623958546,-1.1053891028784488,1
4,1,2,2,1.482972595048421,-1.0439543399318538,-0.2030438623958546,-0.999580301054716,4
3,0,2,1,0.5298628453953608,-0.930660474359381,-0.2030438623958546,-1.116631929493182,4
2,1,2,0,-0.1989857866922735,0.04649911620319737,-0.2030438623958546,2.4080403965349104,0
0,1,0,0,0.7541239629607868,-0.534131944855726,-0.2030438623958546,1.7876580424859627,0
0,1,1,2,1.595103153831134,-0.2792207473176621,-0.2030438623958546,0.7201642272678929,2
1,0,1,3,-1.4324219333021162,1.1511143055348076,-0.2030438623958546,-0.8021304036068297,1
4,1,0,0,0.8101892423521432,2.5389641587976004,-0.2030438623958546,0.577224848819692,4
0,1,0,1,0.8101892423521432,-0.15176514854863013,-0.2030438623958546,-0.4793571129998249,2
2,1,2,2,1.8754295507879164,-0.8881752747697037,-0.2030438623958546,0.16612019475033316,2
2,1,0,2,0.9783850805262126,-0.9589839407524993,-0.2030438623958546,-0.9531722116418236,2
3,0,0,1,0.8662545217434997,1.7742305661834086,-0.2030438623958546,-0.9843863213165942,4
4,1,0,0,-0.3671816248663429,1.6326132342178175,-0.2030438623958546,0.7169930420337963,4
2,1,1,2,1.931494830179273,0.6412919104586798,-0.2030438623958546,0.15280942695543678,2
0,0,1,0,-0.08685522790956052,-0.265059014121103,-0.2030438623958546,1.34685559789503,0
4,0,2,3,-1.0960302569539773,-1.3555124702561543,-0.2030438623958546,-1.2278055762396458,5
2,1,1,1,0.41773228661264783,0.17395471497222934,-0.2030438623958546,0.6177908761144311,0
3,0,1,0,0.3056017278299349,0.15979298177567022,-0.2030438623958546,1.6180843000287377,4
3,1,1,2,0.9783850805262126,-0.6332640772316398,-0.2030438623958546,-0.5942766581619688,4
2,1,1,2,0.4737975660040043,1.6467749674143766,-0.2030438623958546,0.6040285479625759,2
0,1,0,3,-1.4324219333021162,-1.4971298022217454,-0.2030438623958546,-1.031848906790339,1
3,1,2,0,-0.08685522790956052,0.5846449776724435,-0.2030438623958546,0.22530795540192622,4
0,1,1,1,0.8101892423521432,0.4430276457068524,-0.2030438623958546,0.5600527268360294,2
1,1,1,1,0.8662545217434997,-0.2792207473176621,-0.2030438623958546,0.7822127254081728,0
0,1,0,2,1.3147767568743516,-0.803204875590349,-0.2030438623958546,-0.8545550216394275,2
2,1,0,1,-0.7596385806058383,-0.16592688174518924,-0.2030438623958546,1.1754653512745845,0
2,1,0,1,0.08134061026450894,0.32973378013437954,-0.2030438623958546,0.3316863390395501,0
2,1,0,0,0.5298628453953608,1.335216837090076,-0.2030438623958546,1.1195975855201765,0
0,1,0,0,1.1465809187002822,0.5421597780827662,-0.2030438623958546,2.1686415681990985,0
2,1,0,2,0.9223198011348562,-0.6757492768213171,-0.2030438623958546,-0.9465732727889954,2
1,1,0,1,0.5859281247867173,0.7262623096380345,-0.2030438623958546,0.4176495763117171,2
1,1,0,3,-1.0960302569539773,1.1652760387313668,-0.2030438623958546,-1.1951110669855278,1
2,0,2,1,-0.6475080218231254,0.5846449776724435,-0.2030438623958546,0.015958416274639554,0
0,1,0,0,1.0344503599175692,0.8537179084070665,-0.2030438623958546,0.7355403705591058,0
1,1,1,0,-0.030789948518204036,-1.1006012727180903,-0.2030438623958546,0.20392298054254657,0
2,0,2,2,1.7632989920052036,-1.1714099387008858,-0.2030438623958546,-0.5142350192071922,2
2,1,0,2,1.0905156393089257,0.15979298177567022,-0.2030438623958546,0.2763317100544134,2
0,1,2,1,-0.9278344187799078,-1.4829680690251863,-0.2030438623958546,0.8311685388804972,0
2,1,0,1,0.7541239629607868,-0.7890431423937899,-0.2030438623958546,-1.2440078697293857,2
2,1,1,2,0.6980586835694302,-0.01014781658303906,-0.2030438623958546,-0.6581416604654693,2
4,1,1,0,-0.1989857866922735,2.4398320264216866,-0.2030438623958546,1.2857461400425163,4
2,1,0,3,-1.2642260951280466,0.7970709756208301,-0.2030438623958546,-1.1798401167320154,1
3,1,0,0,0.1934711690472219,-0.49164674526604873,-0.2030438623958546,-1.015459318379815,4
2,1,0,3,-1.3202913745194031,-0.8173666087869081,-0.2030438623958546,-1.20790356664346,1
2,1,0,0,-0.08685522790956052,0.5563215112793253,-0.2030438623958546,2.1602594790730527,0
2,1,1,0,-0.25505106608363,0.060660849399756474,3.2323990064624732,2.495376274664878,3
4,0,1,1,0.08134061026450894,-1.199733405094004,-0.2030438623958546,-0.5186095101652295,4
1,1,0,0,0.36166700722129136,0.3014103137412613,-0.2030438623958546,2.5308032372153653,0
3,1,0,0,-0.31111634547498646,-1.0014691403421765,-0.2030438623958546,2.3256870764345665,0
3,0,0,2,0.6419934041780738,0.5846449776724435,-0.2030438623958546,0.42527992007078064,4
2,1,1,1,0.1934711690472219,-1.5537767350079819,-0.2030438623958546,-0.45301267126543865,2
3,0,2,2,0.4737975660040043,0.7121005764414754,-0.2030438623958546,-0.9077031625166978,4
1,0,2,1,-0.7035733012144818,0.34389551333093865,-0.2030438623958546,0.4468137045932487,0
2,1,1,1,-0.7035733012144818,0.1456312485791111,-0.2030438623958546,-1.119736406947273,2
4,1,0,3,-1.3202913745194031,2.2982146944560955,-0.2030438623958546,-0.9677299017860492,5
1,0,2,1,0.6419934041780738,0.9811735071760984,-0.2030438623958546,0.5584466087482103,0
3,1,1,2,0.8101892423521432,0.5138363116896479,-0.2030438623958546,-1.0070028244222247,4
1,0,1,2,1.8193642713965599,-0.9164987411628219,-0.2030438623958546,0.40255565824360295,2
3,1,1,3,-1.2642260951280466,-0.5482936780522851,-0.2030438623958546,0.9316099300976526,5
2,1,2,3,-1.2081608157366903,-0.6474258104281989,-0.2030438623958546,-1.0829316721712925,1
2,0,2,0,0.4737975660040043,0.9245265743898621,-0.2030438623958546,-1.1723329257975768,2
1,1,0,1,0.36166700722129136,0.5421597780827662,-0.2030438623958546,-0.5815559976517345,2
2,1,2,1,0.6980586835694302,-0.024309549779598167,-0.2030438623958546,0.2825278365433637,2
0,1,1,2,1.258711477482995,0.32973378013437954,-0.2030438623958546,-0.4090753353965874,2
4,1,0,3,-1.4884872126934727,-1.5112915354183045,-0.2030438623958546,-1.1095352479741605,5
4,1,2,3,-1.4884872126934727,-0.7748814091972309,-0.2030438623958546,-1.1103357413342236,5
4,0,1,0,-0.31111634547498646,-0.4774850120694896,-0.2030438623958546,0.8803783550536104,4
4,1,2,0,0.7541239629607868,-1.5112915354183045,-0.2030438623958546,-0.9159518360827331,4
0,1,2,3,-1.4884872126934727,0.40054244611717504,-0.2030438623958546,-1.1718403144990763,1
0,1,0,0,0.8101892423521432,1.3493785702866352,-0.2030438623958546,1.9421173414043031,0
0,0,1,1,0.5298628453953608,-1.072277806324972,-0.2030438623958546,-1.2432073763693225,2
1,1,0,3,-1.2081608157366903,0.4855128452965297,-0.2030438623958546,-1.0226329704142272,1
3,1,0,1,0.8101892423521432,0.5846449776724435,-0.2030438623958546,0.41882722519719445,4
3,0,2,3,-1.0960302569539773,-0.8315283419834673,-0.2030438623958546,-1.185181870500129,5
2,1,1,2,1.931494830179273,-1.2705420710767996,-0.2030438623958546,0.49148482604215793,2
2,1,1,1,-0.08685522790956052,0.6837771100483572,-0.2030438623958546,0.5111764495629424,0
3,1,0,1,-0.030789948518204036,0.5138363116896479,-0.2030438623958546,1.0176680976721348,4
1,0,2,2,1.931494830179273,0.13146951538255203,4.950120440891637,0.04104567292431115,3
2,1,2,1,-0.08685522790956052,-1.3838359366492725,-0.2030438623958546,1.17082146351268,0
4,0,2,1,-1.0399649775626207,-0.9448222075559402,-0.2030438623958546,0.3040924092719883,4
1,1,1,2,1.5390378744397775,-1.440482869435509,-0.2030438623958546,0.611043127598514,2
4,1,2,2,0.9223198011348562,-0.30754421371078033,-0.2030438623958546,-0.2167773311121847,4
4,1,0,1,-0.14292050730091702,1.7883922993799677,-0.2030438623958546,0.8274765198255902,4
3,1,2,3,-0.9278344187799078,1.207761238321044,-0.2030438623958546,-1.2224073774269122,5
4,1,2,0,-0.5353774630404124,0.8537179084070665,-0.2030438623958546,0.041692225253592806,4
2,0,0,1,0.5298628453953608,0.7687475092277118,6.667841875320801,-1.219993068927491,3
0,1,1,0,0.08134061026450894,0.1173077821859929,-0.2030438623958546,0.45780252850719283,0
4,1,2,2,1.7632989920052036,-1.4121594030423907,-0.2030438623958546,-0.3081387671970852,4
0,1,1,2,1.370842036265708,1.8875244317558812,-0.2030438623958546,-0.2648171954513595,2
1,1,0,2,1.5390378744397775,-0.038471282976157276,-0.2030438623958546,-0.6847811558421865,2
2,1,1,1,0.7541239629607868,-0.930660474359381,-0.2030438623958546,0.03416194316453728,2
4,1,0,1,0.02527533087315245,0.4571893789034115,-0.2030438623958546,0.29226460674028576,4
3,1,2,3,-1.0960302569539773,-0.15176514854863013,-0.2030438623958546,0.23075490220774048,5
0,0,2,3,-1.0399649775626207,-0.7607196760006718,-0.2030438623958546,-0.8741465834902041,1
0,0,1,0,0.7541239629607868,1.1086291059451305,1.5146775720333092,0.8577464578449014,0
3,1,0,0,1.0905156393089257,-1.2988655374699178,-0.2030438623958546,0.8145506046076475,4
3,1,1,2,1.0344503599175692,0.13146951538255203,-0.2030438623958546,-0.15110352169700306,4
1,0,1,0,-0.42324690425769945,-0.33586768010389856,-0.2030438623958546,1.7511021790430785,0
4,0,2,3,-1.2642260951280466,1.6184515010212583,-0.2030438623958546,-1.1791140282034964,5
3,1,1,3,-1.3202913745194031,-1.454644602632068,-0.2030438623958546,-1.0936613620167543,5
3,1,0,3,-1.0960302569539773,-0.5624554112488442,-0.2030438623958546,-1.1547297689277263,5
2,1,2,3,-1.0960302569539773,0.08898431579287469,-0.2030438623958546,-1.1805815993636122,1
0,1,0,2,0.4737975660040043,-0.4633232788729305,-0.2030438623958546,-0.4989948571598359,2
0,1,2,2,1.3147767568743516,-0.8881752747697037,-0.2030438623958546,0.20919546084680876,2
2,1,0,3,-1.2642260951280466,-1.1714099387008858,-0.2030438623958546,1.1426759117181515,1
3,1,1,1,0.36166700722129136,-0.6757492768213171,-0.2030438623958546,0.06370579265532969,4
2,1,0,1,-0.5914427424317689,-0.20841208133486658,-0.2030438623958546,-0.7897509790481607,2
3,1,0,2,0.6419934041780738,-1.3555124702561543,-0.2030438623958546,0.44869691653647426,4
2,1,1,3,-0.9838996981712643,-0.37835287969357584,-0.2030438623958546,-0.8838705252678943,1
4,1,0,2,1.595103153831134,-0.4208380792832532,-0.2030438623958546,-0.2590213156424407,4
4,0,1,1,0.36166700722129136,2.354861627242332,-0.2030438623958546,0.7350015769513711,4
2,0,2,1,-0.31111634547498646,-0.18008861494174835,-0.2030438623958546,0.9656565547388001,0
3,1,2,3,-1.1520955363453338,0.7121005764414754,-0.2030438623958546,-0.8199824318097767,5
4,1,1,0,-0.42324690425769945,-0.534131944855726,-0.2030438623958546,1.9109160601487645,4
0,1,2,3,-1.3202913745194031,-0.5199702116591669,-0.2030438623958546,-0.08746173388813559,1
0,1,1,2,1.8754295507879164,0.08898431579287469,-0.2030438623958546,-0.7127984234443969,2
4,1,1,0,-0.8157038599971949,-0.9164987411628219,-0.2030438623958546,1.8745705827812815,4
1,0,1,1,-0.7596385806058383,-1.5112915354183045,-0.2030438623958546,-0.13640985030892055,2
3,1,2,1,-0.4793121836490559,1.321055103893517,-0.2030438623958546,-0.7776332542418201,4
0,1,1,0,1.4269073156570646,0.7121005764414754,-0.2030438623958546,1.264779371650093,0
2,1,2,3,-0.9838996981712643,0.4713511120999706,-0.2030438623958546,-1.240459528969875,1
1,1,1,0,0.3056017278299349,0.34389551333093865,-0.2030438623958546,2.4103572090481697,0
2,1,2,3,-1.4324219333021162,0.40054244611717504,-0.2030438623958546,-0.9096402538206968,1
